Using SPARSE 1.3 as Direct Linear Solver
Note: Starting dynamic gmin stepping
Note: Dynamic gmin stepping completed

Note: No compatibility mode selected!


Circuit: PVDD Line Regulation

Doing analysis at TEMP = 27.000000 and TNOM = 27.000000


Initial Transient Solution
--------------------------

Node                                   Voltage
xdut.xzc.n2                            2.72839
xdut.xzc.n1                            1.63349
xdut.xzc.ns                           0.953702
xdut.xzc.xrstack.t1                    0.95357
xdut.xzc.xrstack.t2                   0.492695
xdut.xzc.vg                           0.492563
xdut.xzc.xrpd.t1                       0.49251
xdut.xzc.xrpd.t2                   5.36685e-05
xdut.xzc.nf6                           3.96808
xdut.xzc.nf5                           3.04302
xdut.xzc.nf4                           2.21867
xdut.xzc.nf3                           1.49927
xdut.xzc.nf2                          0.888344
xdut.xzc.nf1                          0.388381
xdut.xmc.xrtop.t1                      4.99901
xdut.xmc.xrtop.t2                       4.0314
xdut.xmc.tap1                          4.03041
xdut.xmc.xr12.t1                       4.02943
xdut.xmc.xr12.t2                       2.40803
xdut.xmc.tap2                          2.40704
xdut.xmc.xr23.t1                       2.40606
xdut.xmc.xr23.t2                       2.25061
xdut.xmc.tap3                          2.24963
xdut.xmc.xr34.t1                       2.24864
xdut.xmc.xr34.t2                       1.80545
xdut.xmc.tap4                          1.80446
xdut.xmc.xrbot.t1                      1.80348
xdut.xmc.xrbot.t2                  0.000985355
xdut.xmc.c1inv                     0.000284097
xdut.xmc.comp1                         4.98917
xdut.xmc.c2inv                        0.261995
xdut.xmc.comp2                         4.98917
xdut.xmc.c3inv                        0.356286
xdut.xmc.comp3                         4.98917
xdut.xmc.c4inv                         4.11496
xdut.xmc.comp4                     5.81817e-05
xdut.xmc.comp1b                    1.40901e-06
xdut.xmc.comp2b                    1.40901e-06
xdut.xmc.comp3b                    1.40901e-06
xdut.xmc.comp4b                        4.98917
xdut.pass_off                      1.40901e-06
xdut.xmc.by_s1                     1.62753e-12
xdut.xmc.bypass_enb                5.63603e-06
xdut.xmc.by_s2                     2.81801e-06
xdut.xmc.by_pmid                       4.98917
xdut.bypass_en                         4.98917
xdut.xmc.ea_s1                      1.4083e-06
xdut.xmc.ea_enb                        4.98916
xdut.xmc.ea_pmid                       4.98917
xdut.mc_ea_en                      1.40901e-06
xdut.xmc.rs_s1                      1.4083e-06
xdut.xmc.ref_selb                      4.98917
xdut.ref_sel                       1.40901e-06
xdut.xmc.uvov_enb                      4.98917
xdut.xmc.ilim_enb                      4.98917
xdut.ilim_en                       1.40901e-06
xdut.su_ea_en                                5
xdut.xsu.xr_top.t1                      4.9889
xdut.xsu.xr_top.t2                     1.05705
xdut.xsu.sense_mid                     1.05678
xdut.xsu.xr_bot.t1                     1.05651
xdut.xsu.xr_bot.t2                 0.000271491
xdut.xsu.det_n                      0.00997318
xdut.xsu.xr_pu.t1                      4.99991
xdut.xsu.xr_pu.t2                    0.0100671
startup_done                                 5
xdut.pass_off_b                              5
xdut.xls_en.in_b                   3.25866e-07
xdut.xls_en.n1                       1.988e-07
xdut.en_bvdd                                 5
ven_ret#branch                               0
ven#branch                                   0
vsvdd#branch                      -7.04284e-06
vavbg#branch                       3.46945e-18
vbvdd#branch                       -0.00287018

 Reference value :  0.00000e+00 Reference value :  3.02977e-04 Reference value :  3.83240e-04 Reference value :  4.16753e-03 Reference value :  5.46753e-03 Reference value :  7.96753e-03 Reference value :  1.05675e-02 Reference value :  1.30675e-02 Reference value :  1.56675e-02 Reference value :  1.82675e-02 Reference value :  2.09675e-02 Reference value :  2.36675e-02 Reference value :  2.62675e-02 Reference value :  2.87675e-02 Reference value :  3.15675e-02 Reference value :  3.43675e-02 Reference value :  3.71675e-02 Reference value :  3.98675e-02 Reference value :  4.24675e-02 Reference value :  4.50675e-02 Reference value :  4.76675e-02 Reference value :  5.01675e-02 Reference value :  5.29675e-02
No. of Data Rows : 559
Plot 5 line reg done
ngspice-42 done
